ticket_id,status,priority,source,ticket_group,created_time,resolved_time,initial_time,agent_interactions,customer_interactions,type,course,user_id,agent_id
2051339,Closed,Low,Email,Student Success,2018-03-12 22:30:00,2018-03-12 23:28:00,,0,1,Extension Request,UCT-SM-2018-01-25,3558,11
2141936,Closed,Low,Email,Student Success,2018-03-28 20:58:00,2018-03-29 01:09:00,2018-03-29 01:09:00,1,1,Results,OXF-BCH-2018-02-28,977,11
2090389,Open,Urgent,Email,Student Success,2018-03-19 23:12:00,,2018-03-20 08:41:00,1,3,NetVerify,MIT-AI-2018-01-31,591,11
2053257,Closed,Low,Email,Student Success,2018-03-13 16:13:00,2018-03-13 18:38:00,,0,1,Extension Request,UCT-FM-2018-02-26,37,11
2147403,Closed,Low,Email,Student Success,2018-03-29 17:34:00,2018-03-30 03:01:00,,0,1,General Course Announcements,WITS-TT-2018-03-26,3693,11
2054835,Closed,Low,Email,Student Success,2018-03-13 18:15:00,2018-03-13 21:20:00,,0,1,Extension Request,UCT-DM-2018-01-15,3558,11
2136553,Closed,Low,Email,Student Success,2018-03-28 02:57:00,2018-03-28 09:40:00,2018-03-28 09:40:00,1,1,Other,MIT-AI-2018-02-28,637,11
2142949,Closed,Low,Email,Student Success,2018-03-29 02:26:00,2018-03-29 02:47:00,,0,1,Extension Request,MIT-AI-2018-02-28,3559,11
2074819,Closed,Low,Email,Student Success,2018-03-16 16:26:00,2018-03-16 19:17:00,,0,1,Extension Request,UCT-CCL-2018-02-26,37,11
2147160,Closed,Low,Email,Student Success,2018-03-29 17:18:00,2018-03-30 07:52:00,,0,1,General Course Announcements,UCT-FCM-2018-02-26,3558,11
2050088,Closed,Low,Email,Student Success,2018-03-12 17:53:00,2018-03-12 18:21:00,,0,1,Other,OXF-BCH-2018-02-28,3703,11
2021798,Closed,Low,Email,Student Success,2018-03-07 12:07:00,2018-03-07 12:12:00,,0,1,General Course Announcements,OXF-BCH-2018-02-28,146,11
2147161,Closed,Low,Email,Student Success,2018-03-29 17:18:00,2018-03-30 07:53:00,,0,1,General Course Announcements,UCT-BDM-2018-02-26,3558,11
2086015,Closed,Low,Email,Student Success,2018-03-19 10:04:00,2018-03-19 10:18:00,,0,1,General Course Announcements,GS-ID-2018-02-15,3693,11
2071170,Closed,Low,Email,Student Success,2018-03-15 22:54:00,2018-03-15 23:21:00,,0,1,Extension Request,UCT-HRM-2018-02-19,37,11
2092814,Closed,Low,Email,Student Success,2018-03-20 10:25:00,2018-03-20 12:57:00,,0,1,General Course Announcements,USB-ESS-2018-01-29,3579,11
2027599,Closed,Low,Email,Student Success,2018-03-08 10:19:00,2018-03-08 10:32:00,2018-03-08 10:21:00,1,1,Other,WITS-TT-2017-11-06,3503,11
2149612,Closed,Urgent,Email,Student Success,2018-03-30 21:53:00,2018-03-31 04:59:00,2018-03-31 00:59:00,1,3,Extension Request,CAM-BSM-2018-02-21,1669,11
2093019,Closed,Urgent,Portal,Student Success,2018-03-20 10:33:00,2018-03-20 14:46:00,2018-03-20 14:46:00,1,1,Other,UCHI-HCI-2018-02-28,1115,11
2086059,Closed,Low,Email,Student Success,2018-03-19 10:15:00,2018-03-19 10:20:00,,0,1,Discussion Forum,MIT-AI-2018-02-28,37,11
2070744,Closed,Low,Portal,Student Success,2018-03-15 20:47:00,2018-03-15 22:20:00,2018-03-15 22:19:00,1,1,Assignment Upload,UCT-PMF-2018-02-26,37,11
2099691,Closed,Low,Email,Student Success,2018-03-21 06:14:00,2018-03-21 08:21:00,,0,1,Extension Request,MIT-BDA-2018-02-28,3561,11
2054789,Closed,Urgent,Portal,Student Success,2018-03-13 18:11:00,2018-03-13 21:14:00,,0,1,Other,OXF-BCH-2018-02-28,37,11
2143209,Closed,Low,Email,Student Success,2018-03-29 05:25:00,2018-03-29 05:32:00,2018-03-29 05:32:00,1,1,Assignment Upload,MIT-AI-2018-02-28,3361,11
2054342,Closed,Low,Email,Student Success,2018-03-13 17:32:00,2018-03-13 18:55:00,,0,1,Extension Request,UCT-IVM-2018-02-05,37,11
2052006,Closed,Low,Email,Student Success,2018-03-13 08:45:00,2018-03-13 17:41:00,,0,1,Extension Request,USB-WIL-2018-02-26,3611,11
2120236,Closed,Low,Email,Student Success,2018-03-25 10:28:00,2018-03-25 10:30:00,,0,1,General Course Announcements,UCT-UXD-2018-02-12,3558,11
2050973,Closed,Low,Email,Student Success,2018-03-12 21:26:00,2018-03-12 23:33:00,,0,1,Extension Request,UCT-PDI-2018-02-26,3558,11
2052655,Closed,Urgent,Email,Student Success,2018-03-13 14:07:00,2018-03-13 15:46:00,,0,1,Sales Task,NA,1025,11
2067713,Closed,Low,Email,Student Success,2018-03-15 11:12:00,2018-03-15 15:47:00,,0,1,Other,UCT-FEC-2018-02-22,1060,11
2056961,Closed,Low,Email,Student Success,2018-03-13 19:54:00,2018-03-13 22:27:00,,0,1,Extension Request,UCT-RM-2018-01-29,3558,11
2020972,Closed,Low,Email,Student Success,2018-03-07 10:30:00,2018-03-07 10:34:00,,0,1,General Course Announcements,USB-ESS-2018-01-29,3579,11
2088487,Open,Low,Email,Student Success,2018-03-19 16:24:00,,,0,1,,NA,1070,11
2071202,Closed,Urgent,Portal,Student Success,2018-03-15 23:05:00,2018-03-15 23:46:00,,0,1,Other,WITS-ISD-2018-01-29,3828,11
2108345,Closed,Urgent,Portal,Student Success,2018-03-22 14:43:00,2018-03-22 15:00:00,2018-03-22 15:00:00,1,1,Extension Request,OXF-FIN-2018-02-28,1972,11
2061951,Closed,Low,Email,Student Success,2018-03-14 12:21:00,2018-03-14 20:46:00,,0,1,Extension Request,UCT-SM-2018-02-22,3558,11
2062863,Closed,Low,Email,Student Success,2018-03-14 14:32:00,2018-03-14 21:09:00,2018-03-14 21:09:00,1,1,Grades,UCT-EXS-2018-02-05,1050,11
2023332,Closed,Low,Email,Student Success,2018-03-07 15:40:00,2018-03-07 15:43:00,,0,1,Discussion Forum,MIT-AI-2018-02-28,3559,11
2106794,Closed,Urgent,Email,Student Success,2018-03-22 12:06:00,2018-03-22 12:25:00,2018-03-22 12:17:00,1,2,Results,MIT-AI-2018-02-28,3201,11
146055,Closed,Urgent,Portal,Student Success,2018-03-29 13:53:00,2018-03-30 01:04:00,,0,1,Other,UCT-EM-2018-01-29,616,11
2148737,Closed,Low,Email,Student Success,2018-03-30 00:33:00,2018-03-30 07:41:00,,0,1,Extension Request,MIT-HXD-2018-02-28,3619,11
2054466,Closed,Low,Email,Student Success,2018-03-13 17:43:00,2018-03-13 20:46:00,,0,1,Extension Request,UCT-PDI-2018-01-29,3558,11
2121381,Closed,Low,Email,Student Success,2018-03-25 16:56:00,2018-03-25 17:00:00,2018-03-25 17:00:00,1,1,Extension Request,MIT-AI-2018-02-28,2303,11
2055769,Closed,Low,Email,Student Success,2018-03-13 18:37:00,2018-03-13 19:28:00,,0,1,Extension Request,UCT-PDI-2018-02-26,3558,11
2125267,Closed,Urgent,Email,Student Success,2018-03-26 12:00:00,2018-03-26 12:18:00,2018-03-26 12:04:00,1,2,Login,UCT-PLL-2018-03-22,3447,11
2057241,Closed,Urgent,Email,Student Success,2018-03-13 20:28:00,2018-03-13 23:49:00,2018-03-13 23:24:00,1,2,Other,UCT-OM-2018-02-26,37,11
2052275,Closed,Urgent,Portal,Student Success,2018-03-13 11:13:00,2018-03-13 15:42:00,2018-03-13 15:42:00,1,1,Other,UCT-FM-2018-02-26,1058,11
2148777,Closed,Low,Email,Student Success,2018-03-30 03:52:00,2018-03-30 07:43:00,,0,1,Extension Request,MIT-AI-2018-02-28,3559,11
2100778,Closed,Low,Email,Student Success,2018-03-21 13:41:00,2018-03-21 14:49:00,,0,1,General Course Announcements,OXF-FIN-2017-11-27,146,11
2125497,Closed,Urgent,Portal,Student Success,2018-03-26 12:40:00,2018-03-26 14:32:00,2018-03-26 14:32:00,1,1,Other,OXF-FIN-2018-03-28,2053,11
2142589,Closed,Low,Email,Student Success,2018-03-28 23:40:00,2018-03-29 02:14:00,2018-03-29 02:14:00,1,1,Extension Request,LSE-BEP-2018-02-28,766,11
2023009,Closed,Low,Email,Student Success,2018-03-07 14:45:00,2018-03-07 14:46:00,,0,1,Discussion Forum,MIT-AI-2018-02-28,37,11
2153187,Closed,Low,Email,Student Success,2018-03-31 05:17:00,2018-03-31 05:33:00,,0,1,Extension Request,MIT-BDA-2018-02-28,3561,11
2052011,Closed,Low,Email,Student Success,2018-03-13 08:49:00,2018-03-13 17:43:00,,0,1,Extension Request,USB-WIL-2018-02-26,3611,11
2057401,Closed,Low,Email,Student Success,2018-03-13 21:18:00,2018-03-13 23:43:00,,0,1,Extension Request,UCT-SCM-2018-02-26,3558,11
2039073,Closed,Urgent,Email,Student Success,2018-03-10 12:46:00,2018-03-12 21:41:00,2018-03-10 16:42:00,2,3,Assignment Upload,UCT-OM-2018-02-26,1488,11
2124926,Closed,Low,Email,Student Success,2018-03-26 11:16:00,2018-03-26 11:26:00,2018-03-26 11:26:00,1,1,Login,UCT-BRM-2018-03-26,3223,11
2056966,Closed,Low,Email,Student Success,2018-03-13 19:55:00,2018-03-13 22:32:00,,0,1,Extension Request,UCT-OHS-2018-02-26,3558,11
2098370,Closed,Urgent,Portal,Student Success,2018-03-20 23:27:00,2018-03-22 14:34:00,2018-03-21 09:15:00,1,2,Other,OXF-BCH-2018-02-28,732,11
2050061,Closed,Low,Email,Student Success,2018-03-12 17:45:00,2018-03-12 18:05:00,,0,1,Extension Request,OXF-BCH-2018-02-28,146,11
2105090,Closed,Urgent,Portal,Student Success,2018-03-22 09:46:00,2018-03-22 10:06:00,2018-03-22 10:06:00,1,1,Other,LSE-PRE-2018-02-28,1979,11
2057431,Closed,Urgent,Email,Student Success,2018-03-13 21:27:00,2018-03-14 10:09:00,2018-03-13 23:56:00,1,2,Other,CAM-BSM-2018-02-21,1820,11
2052755,Closed,Urgent,Portal,Student Success,2018-03-13 14:46:00,2018-03-13 16:24:00,2018-03-13 16:02:00,2,2,NetVerify,UCT-BK-2018-03-12,37,11
2068882,Closed,Urgent,Email,Student Success,2018-03-15 14:32:00,2018-03-16 10:45:00,2018-03-15 18:28:00,1,2,Other,UCT-PMF-2018-02-26,1494,11
2021084,Closed,Low,Email,Student Success,2018-03-07 10:35:00,2018-03-07 10:38:00,,0,1,General Course Announcements,WITS-TT-2018-02-12,3565,11
2050652,Closed,Urgent,Email,Student Success,2018-03-12 19:58:00,2018-03-12 20:47:00,2018-03-12 20:19:00,1,2,Other,OXF-BCH-2018-02-28,2954,11
2081525,Closed,Urgent,Email,Student Success,2018-03-18 10:25:00,2018-03-20 12:41:00,2018-03-18 10:53:00,1,2,Other,MIT-AI-2018-02-28,440,11
2092777,Closed,Low,Email,Student Success,2018-03-20 10:19:00,2018-03-20 12:56:00,,0,1,General Course Announcements,WITS-TT-2018-02-12,3565,11
2063028,Closed,Low,Email,Student Success,2018-03-14 15:18:00,2018-03-14 17:01:00,,0,1,General Course Announcements,NA,37,11
2074700,Closed,Low,Email,Student Success,2018-03-16 15:47:00,2018-03-16 17:54:00,,0,1,Extension Request,NA,37,11
2143192,Closed,Low,Email,Student Success,2018-03-29 05:12:00,2018-03-29 05:33:00,,0,1,Extension Request,MIT-AI-2018-02-28,3559,11
2142226,Closed,Urgent,Portal,Student Success,2018-03-28 22:07:00,2018-03-29 05:04:00,2018-03-29 05:04:00,1,1,Video (Playback & Download),OXF-BCH-2018-02-28,374,11
2065561,Closed,Urgent,Email,Student Success,2018-03-14 23:31:00,2018-03-18 16:18:00,2018-03-15 18:11:00,1,2,Assignment Upload,UCT-OHS-2018-02-26,37,11
2091707,Closed,Low,Email,Student Success,2018-03-20 06:37:00,2018-03-20 10:43:00,2018-03-20 10:43:00,2,1,Assignment Upload,MIT-AI-2018-01-31,462,11
2020716,Closed,Low,Email,Student Success,2018-03-07 10:08:00,2018-03-07 10:23:00,2018-03-07 10:22:00,1,1,Other,UCT-FM-2018-02-26,1266,11
2148713,Closed,Urgent,Portal,Student Success,2018-03-29 23:19:00,2018-03-31 00:14:00,2018-03-30 05:59:00,2,2,Assignment Upload,UCT-DA-2018-03-19,1045,11
2146055,Closed,Urgent,Portal,Student Success,2018-03-29 13:53:00,2018-03-30 01:04:00,2018-03-30 01:04:00,1,1,Other,UCT-EM-2018-01-29,616,11
2052728,Closed,Urgent,Email,Student Success,2018-03-13 14:32:00,2018-03-13 15:47:00,,0,1,Sales Task,NA,1025,11
2099082,Closed,Low,Email,Student Success,2018-03-21 04:35:00,2018-03-21 09:00:00,2018-03-21 09:00:00,1,1,Other,MIT-AI-2018-01-31,1396,11
2049312,Closed,Low,Email,Student Success,2018-03-12 15:33:00,2018-03-12 15:52:00,,0,1,Extension Request,OXF-FIN-2018-02-28,146,11
2022999,Closed,Low,Email,Student Success,2018-03-07 14:40:00,2018-03-07 14:45:00,,0,1,Discussion Forum,MIT-AI-2018-02-28,37,11
139811,Closed,Urgent,Email,Student Success,2018-03-28 14:23:00,2018-03-29 04:01:00,2018-03-28 15:19:00,1,2,Other,OXF-FIN-2018-03-28,2451,11
120037,Closed,Urgent,Portal,Student Success,2018-03-25 08:52:00,2018-03-25 09:00:00,,0,1,Other,OXF-BCH-2018-02-28,3333,11
2099058,Closed,Low,Email,Student Success,2018-03-21 04:01:00,2018-03-21 10:42:00,2018-03-21 10:42:00,1,2,Assignment Upload,MIT-AI-2018-02-28,1043,11
2050949,Closed,Low,Email,Student Success,2018-03-12 21:17:00,2018-03-12 23:42:00,,0,1,Extension Request,UCT-PDI-2018-02-26,3558,11
2060168,Closed,Urgent,Portal,Student Success,2018-03-14 08:44:00,2018-03-14 15:34:00,2018-03-14 15:34:00,1,1,Other,OXF-BCH-2018-02-28,1024,11
2152581,Closed,Low,Email,Student Success,2018-03-31 00:02:00,2018-03-31 01:35:00,,0,1,Extension Request,LSE-MFE-2018-03-07,3562,11
2101004,Closed,Urgent,Portal,Student Success,2018-03-21 15:06:00,2018-03-21 15:32:00,2018-03-21 15:16:00,1,2,Results,MIT-AI-2018-02-28,3241,11
2099693,Closed,Low,Email,Student Success,2018-03-21 06:14:00,2018-03-21 08:24:00,,0,1,Extension Request,MIT-BDA-2018-02-28,3561,11
2075085,Closed,Low,Email,Student Success,2018-03-16 17:28:00,2018-03-16 17:29:00,,0,1,General Course Announcements,NA,3643,11
2063051,Closed,Low,Email,Student Success,2018-03-14 15:26:00,2018-03-14 17:02:00,,0,1,General Course Announcements,NA,37,11
2104970,Closed,Low,Email,Student Success,2018-03-22 09:05:00,2018-03-22 09:54:00,2018-03-22 09:54:00,1,1,Certificates,MIT-IOT-2018-01-24,875,11
2023335,Closed,Low,Email,Student Success,2018-03-07 15:41:00,2018-03-07 15:43:00,,0,1,General Course Announcements,OXF-FIN-2017-11-27,37,11
2066745,Closed,Urgent,Portal,Student Success,2018-03-15 07:40:00,2018-03-15 15:44:00,,0,1,NetVerify,UCT-UXD-2018-02-12,584,11
2142452,Closed,Low,Email,Student Success,2018-03-28 23:05:00,2018-03-29 06:32:00,2018-03-29 06:32:00,1,1,Other,MIT-AI-2018-01-31,958,11
2050714,Closed,Urgent,Email,Student Success,2018-03-12 20:23:00,2018-03-13 12:57:00,2018-03-12 21:14:00,1,2,Other,OXF-BCH-2018-02-28,2492,11
2086006,Closed,Low,Email,Student Success,2018-03-19 10:00:00,2018-03-19 10:17:00,,0,1,Extension Request,MIT-AI-2018-01-31,3559,11
2120764,Closed,Low,Email,Student Success,2018-03-25 13:46:00,2018-03-25 15:34:00,2018-03-25 15:34:00,1,1,Other,OXF-FIN-2018-02-28,2064,11
2067432,Closed,Low,Email,Student Success,2018-03-15 10:23:00,2018-03-15 18:18:00,2018-03-15 18:18:00,1,1,Other,UCT-OHS-2018-01-22,917,11
2088364,Closed,Low,Email,Student Success,2018-03-19 15:57:00,2018-03-19 16:20:00,,0,1,Other,OXF-BCH-2018-02-28,488,11
2052383,Closed,Low,Email,Student Success,2018-03-13 12:11:00,2018-03-13 18:16:00,,0,1,Extension Request,UCT-WDS-2018-01-29,37,11
2100923,Closed,Urgent,Portal,Student Success,2018-03-21 14:36:00,2018-03-21 14:52:00,2018-03-21 14:52:00,1,1,Other,LSE-PRE-2018-02-28,1979,11
2075070,Closed,Low,Email,Student Success,2018-03-16 17:23:00,2018-03-16 17:26:00,,0,1,General Course Announcements,NA,3643,11
2048425,Closed,Low,Email,Student Success,2018-03-12 13:10:00,2018-03-12 19:20:00,,0,1,Other,OXF-BCH-2018-02-28,3696,11
2143788,Closed,Low,Email,Student Success,2018-03-29 07:46:00,2018-03-29 07:54:00,2018-03-29 07:54:00,1,1,Other,UCT-BRM-2018-03-26,3223,11
2068600,Closed,Urgent,Portal,Student Success,2018-03-15 13:42:00,2018-03-15 17:15:00,2018-03-15 17:15:00,1,1,Other,UCT-FEC-2018-02-22,431,11
2074728,Closed,Low,Email,Student Success,2018-03-16 15:58:00,2018-03-16 17:33:00,2018-03-16 17:33:00,1,1,Other,UCT-OM-2018-02-26,37,11
2099672,Closed,Low,Email,Student Success,2018-03-21 06:00:00,2018-03-21 08:47:00,,0,1,Extension Request,MIT-AI-2018-02-28,3559,11
2108310,Closed,Low,Email,Student Success,2018-03-22 14:36:00,2018-03-22 14:56:00,2018-03-22 14:56:00,1,1,Login,OXF-FIN-2018-02-28,2970,11
2070950,Closed,Urgent,Portal,Student Success,2018-03-15 21:49:00,2018-03-15 23:07:00,2018-03-15 23:07:00,1,1,Other,UCT-PDI-2018-02-26,37,11
2143189,Closed,Urgent,Email,Student Success,2018-03-29 05:11:00,2018-03-29 05:27:00,2018-03-29 05:23:00,1,2,Assignment Upload,MIT-AI-2018-02-28,3187,11
2106378,Closed,Low,Email,Student Success,2018-03-22 10:55:00,2018-03-22 10:58:00,,0,1,Extension Request,UCT-ACC-2018-01-11,3558,11
2100370,Closed,Low,Email,Student Success,2018-03-21 10:57:00,2018-03-21 11:13:00,,0,1,Extension Request,MIT-AI-2018-02-28,3559,11
2148794,Closed,Low,Email,Student Success,2018-03-30 05:28:00,2018-03-30 06:22:00,2018-03-30 06:22:00,1,1,Login,UCT-APM-2018-03-26,2463,11
2086441,Closed,Urgent,Email,Student Success,2018-03-19 11:19:00,2018-03-19 11:51:00,2018-03-19 11:33:00,1,2,Notes,LSE-PRE-2018-02-28,3123,11
2021852,Closed,Low,Email,Student Success,2018-03-07 12:20:00,2018-03-07 12:27:00,,0,1,General Course Announcements,CAM-BSM-2018-02-21,3587,11
2071323,Closed,Low,Email,Student Success,2018-03-15 23:29:00,2018-03-15 23:41:00,,0,1,Extension Request,UCT-BSA-2018-02-26,37,11
2054916,Closed,Urgent,Portal,Student Success,2018-03-13 18:19:00,2018-03-13 21:26:00,,0,1,Other,UCT-DM-2018-02-12,37,11
2021879,Closed,Urgent,Portal,Student Success,2018-03-07 12:25:00,2018-03-08 15:05:00,2018-03-07 12:45:00,4,4,Other,OXF-BCH-2018-02-28,31,11
2147133,Closed,Low,Email,Student Success,2018-03-29 17:09:00,2018-03-30 07:56:00,,0,1,General Course Announcements,UCT-IEM-2018-02-05,3558,11
2075644,Closed,Low,Email,Student Success,2018-03-16 19:36:00,2018-03-16 19:50:00,,0,1,Extension Request,UCT-MA-2018-01-29,3558,11
2099984,Closed,Urgent,Email,Student Success,2018-03-21 07:37:00,2018-03-23 09:59:00,2018-03-21 10:05:00,2,2,Other,LSE-MFE-2018-03-07,1826,11
2093613,Closed,Urgent,Portal,Student Success,2018-03-20 12:13:00,2018-03-20 16:25:00,2018-03-20 16:25:00,1,1,Other,UCT-SMA-2017-08-03,1440,11
2051215,Closed,Low,Email,Student Success,2018-03-12 22:20:00,2018-03-12 23:31:00,,0,1,Extension Request,CAM-BSM-2018-02-21,37,11
2051579,Closed,Low,Email,Student Success,2018-03-12 23:43:00,2018-03-12 23:52:00,,0,1,Extension Request,MIT-AI-2018-02-28,3559,11
2142489,Closed,Low,Email,Student Success,2018-03-28 23:26:00,2018-03-29 02:06:00,,0,1,Extension Request,UCT-OHS-2018-03-26,3558,11
2141941,Closed,Urgent,Portal,Student Success,2018-03-28 21:00:00,2018-03-29 01:17:00,2018-03-29 01:17:00,1,1,Video (Playback & Download),MIT-IOT-2018-03-28,1423,11
2063780,Closed,Urgent,Portal,Student Success,2018-03-14 16:50:00,2018-03-14 22:52:00,2018-03-14 22:52:00,1,1,Other,OXF-BCH-2018-02-28,1024,11
2053603,Closed,Low,Email,Student Success,2018-03-13 16:52:00,2018-03-13 18:52:00,,0,1,Extension Request,UCT-FM-2018-02-26,37,11
2051121,Closed,Low,Email,Student Success,2018-03-12 21:34:00,2018-03-12 22:03:00,,0,1,Extension Request,OXF-FIN-2018-02-28,146,11
2142637,Closed,Low,Email,Student Success,2018-03-29 00:08:00,2018-03-29 02:26:00,,0,1,General Course Announcements,NA,3643,11
2063736,Closed,Low,Email,Student Success,2018-03-14 16:40:00,2018-03-14 22:07:00,,0,1,General Course Announcements,MIT-BPD-2018-03-14,3665,11
2070236,Closed,Low,Phone,Student Success,2018-03-15 18:40:00,2018-03-16 15:09:00,2018-03-16 15:09:00,1,1,Video (Playback & Download),MIT-HXD-2018-02-28,202,11
2054781,Closed,Low,Email,Student Success,2018-03-13 18:10:00,2018-03-13 20:56:00,,0,1,General Course Announcements,CAM-BSM-2018-02-21,37,11
2088354,Closed,Low,Email,Student Success,2018-03-19 15:54:00,2018-03-19 16:32:00,,0,1,Extension Request,OXF-BCH-2018-02-28,37,11
2071180,Closed,Low,Email,Student Success,2018-03-15 22:59:00,2018-03-15 23:42:00,,0,1,Extension Request,UCT-BSA-2018-02-26,37,11
2104306,Closed,Urgent,Email,Student Success,2018-03-22 02:50:00,2018-03-22 10:13:00,2018-03-22 04:01:00,2,2,Other,MIT-AI-2018-02-28,2318,11
2143825,Closed,Low,Email,Student Success,2018-03-29 08:00:00,2018-03-29 08:02:00,,0,1,Extension Request,UCT-APM-2018-02-26,3558,11
2147028,Closed,Urgent,Portal,Student Success,2018-03-29 16:35:00,2018-03-31 00:16:00,2018-03-30 02:53:00,1,2,NetVerify,MIT-AI-2018-01-31,672,11
2062336,Closed,Low,Email,Student Success,2018-03-14 13:26:00,2018-03-14 16:30:00,2018-03-14 16:30:00,1,1,Video (Playback & Download),OXF-BCH-2018-02-28,1671,11
2147094,Closed,Low,Email,Student Success,2018-03-29 16:54:00,2018-03-30 08:02:00,,0,1,General Course Announcements,UCT-GD-2018-01-15,3558,11
2136578,Closed,Urgent,Email,Student Success,2018-03-28 04:09:00,2018-03-28 14:18:00,2018-03-28 09:54:00,1,2,Other,UCHI-HCI-2018-02-28,1175,11
2020975,Closed,Low,Email,Student Success,2018-03-07 10:30:00,2018-03-07 10:34:00,,0,1,General Course Announcements,USB-WIL-2018-02-26,3565,11
2100171,Closed,Low,Email,Student Success,2018-03-21 09:26:00,2018-03-21 09:46:00,,0,1,Extension Request,MIT-AI-2018-02-28,3559,11
2052648,Closed,Low,Email,Student Success,2018-03-13 14:04:00,2018-03-13 18:26:00,,0,1,Extension Request,UCT-BRM-2018-01-22,37,11
2067906,Closed,Urgent,Portal,Student Success,2018-03-15 11:33:00,2018-03-15 16:23:00,2018-03-15 16:23:00,1,1,Groups,OXF-BCH-2018-02-28,1321,11
2120501,Closed,Low,Email,Student Success,2018-03-25 11:49:00,2018-03-25 12:06:00,,0,1,Assignment Download,UCT-FEC-2018-02-22,969,11
2053606,Closed,Low,Email,Student Success,2018-03-13 16:54:00,2018-03-13 17:19:00,2018-03-13 17:19:00,1,1,Other,NA,224,11
2073928,Closed,Low,Email,Student Success,2018-03-16 13:22:00,2018-03-16 21:58:00,2018-03-16 21:58:00,1,1,Other,UCT-PMF-2018-01-29,855,11
2099837,Closed,Low,Email,Student Success,2018-03-21 07:11:00,2018-03-21 08:29:00,,0,1,Extension Request,MIT-AI-2018-02-28,3559,11
2145724,Closed,Urgent,Email,Student Success,2018-03-29 12:50:00,2018-03-30 14:26:00,2018-03-30 00:31:00,1,3,Extension Request,UCT-UXD-2018-02-12,584,11
2063026,Closed,Low,Portal,Student Success,2018-03-14 15:18:00,2018-03-14 21:40:00,2018-03-14 21:40:00,1,1,Other,OXF-FIN-2018-02-28,1089,11
2142394,Closed,Low,Email,Student Success,2018-03-28 22:33:00,2018-03-29 01:45:00,2018-03-29 01:45:00,1,1,Other,MIT-AI-2018-01-31,1330,11
2051158,Closed,Low,Email,Student Success,2018-03-12 21:54:00,2018-03-12 22:23:00,,0,1,Other,LSE-PRE-2018-02-28,1507,11
2092994,Closed,Low,Email,Student Success,2018-03-20 10:29:00,2018-03-20 12:58:00,,0,1,General Course Announcements,WITS-ISD-2018-01-29,3565,11
2099706,Closed,Urgent,Email,Student Success,2018-03-21 06:25:00,2018-03-21 19:00:00,,0,2,General Course Announcements,MIT-AI-2018-02-28,37,11
2099087,Closed,Low,Email,Student Success,2018-03-21 04:48:00,2018-03-21 08:44:00,,0,1,Extension Request,MIT-AI-2018-02-28,3559,11
2099086,Closed,Low,Email,Student Success,2018-03-21 04:47:00,2018-03-21 08:40:00,,0,1,Extension Request,MIT-AI-2018-01-31,3559,11
2136559,Closed,Urgent,Portal,Student Success,2018-03-28 03:13:00,2018-03-28 09:32:00,2018-03-28 09:32:00,1,1,Extension Request,MIT-HXD-2018-02-28,1097,11
2092713,Closed,Low,Email,Student Success,2018-03-20 10:10:00,2018-03-20 12:55:00,,0,1,General Course Announcements,USB-WIL-2018-02-26,3565,11
2054401,Closed,Low,Email,Student Success,2018-03-13 17:38:00,2018-03-13 18:56:00,,0,1,Extension Request,UCT-APM-2018-01-29,37,11
99082,Closed,Low,Email,Student Success,2018-03-21 04:35:00,2018-03-21 09:00:00,,0,1,Other,MIT-AI-2018-01-31,1396,11
2120534,Closed,Urgent,Portal,Student Success,2018-03-25 12:14:00,2018-03-25 15:38:00,2018-03-25 15:38:00,1,1,Other,OXF-FIN-2018-02-28,1602,11
2057191,Closed,Low,Email,Student Success,2018-03-13 20:23:00,2018-03-13 22:35:00,,0,1,Extension Request,UCT-IVM-2018-02-05,3558,11
2148295,Closed,Urgent,Portal,Student Success,2018-03-29 21:16:00,2018-03-30 05:16:00,2018-03-30 05:16:00,1,1,Other,MIT-AI-2018-01-31,907,11
2142002,Closed,Low,Email,Student Success,2018-03-28 21:22:00,2018-03-29 01:29:00,2018-03-29 01:29:00,1,1,Other,UCT-HRM-2018-01-22,723,11
2142767,Closed,Low,Email,Student Success,2018-03-29 00:41:00,2018-03-29 02:29:00,,0,1,Extension Request,LSE-PRE-2018-02-28,3562,11
2146309,Closed,Low,Email,Student Success,2018-03-29 14:48:00,2018-03-30 01:50:00,,0,2,Other,NA,110,11
2075887,Closed,Low,Email,Student Success,2018-03-16 20:56:00,2018-03-16 21:35:00,,0,1,Other,OXF-FIN-2018-02-28,548,11
2142594,Closed,Low,Email,Student Success,2018-03-28 23:43:00,2018-03-29 02:18:00,2018-03-29 02:18:00,1,1,Extension Request,MIT-AI-2018-02-28,853,11
2094532,Closed,Urgent,Email,Student Success,2018-03-20 13:52:00,2018-03-22 09:02:00,2018-03-21 00:23:00,2,3,OLC Navigation,UCT-PMF-2018-02-26,654,11
2086464,Closed,Low,Email,Student Success,2018-03-19 11:24:00,2018-03-19 11:37:00,,0,1,Extension Request,OXF-BCH-2018-02-28,146,11
2052646,Closed,Low,Email,Student Success,2018-03-13 14:04:00,2018-03-13 18:23:00,,0,1,Extension Request,UCT-BRM-2018-01-22,37,11
2104018,Closed,Urgent,Portal,Student Success,2018-03-21 23:22:00,2018-03-22 14:13:00,2018-03-21 23:30:00,2,3,Extension Request,OXF-BCH-2018-02-28,1340,11
